C	10903	2010329
U	109040	0
U	109125	0
C	109192	1567012
C	109217	1567012
U	10925	0
U	109262	0
C	109338	1623305
C	109371	2999013
C	109446	1567013
U	109448	0
U	109449	0
U	109458	0
C	109473	2070188
C	109491	2986396
U	109596	0
U	109604	0
U	109668	0
C	109673	2986405
U	109854	0
C	109902|provirus_11253_46507	2936814
U	109970	0
C	109979	2731619
U	110015	0
U	110114	0
U	110176	0
U	110211	0
U	110234	0
U	110276	0
U	110386	0
U	110396	0
U	110421	0
C	110470	2788787
U	110475	0
C	110543	2788787
C	11057|provirus_39739_94944	2731619
C	110592	2070188
U	110620	0
U	11065	0
U	110668	0
U	110703	0
U	110771	0
C	11084	1247
C	11085	1247
U	110874	0
U	110977	0
U	11108|provirus_3_15368	0
C	111111	330397
C	111134	10239
C	111151|provirus_46992_77264	2169536
U	111151|provirus_6488_23266	0
C	111213	3060017
C	111296	2070188
C	111330	2842946
C	111358	2936813
U	111441	0
U	111463	0
U	111479	0
C	111575	3070820
U	111587	0
U	111639	0
U	111649	0
U	11167	0
C	111813|provirus_31384_108758	413066
U	111817	0
U	11182	0
C	111823	447909
U	111864	0
U	111902	0
U	111907	0
U	111977	0
C	111995	2070187
C	112031	1567014
U	112074	0
U	112156	0
C	112195	2070187
U	112403	0
U	11244|provirus_14004_34243	0
U	112468	0
U	112597|provirus_3_6201	0
U	112598	0
C	112676	212035
C	112687|provirus_1_42125	2283015
U	112726	0
C	112777	2788787
U	112789	0
U	11281	0
C	112814	2731619
C	112818	2731619
C	112966|provirus_11664_26407	1567012
C	112985	315393
C	113002	2070188
C	11305	2070188
U	1131	0
U	11310	0
U	113150	0
U	113176	0
U	113249	0
U	113281	0
U	113291	0
U	113347	0
U	113370	0
C	113384	2788787
U	113578	0
C	11371	2015804
U	113742	0
U	11378	0
C	113965	889876
C	114016	10239
C	114070	2070186
U	114088	0
C	114116	2886926
U	114133	0
U	114181	0
U	114203	0
U	114218	0
U	114237	0
C	114256|provirus_17504_74133	2070186
C	11427	760939
U	114274	0
C	114278	2731619
C	11430|provirus_2_20404	1327037
U	114329	0
U	114334	0
U	114379	0
U	114408	0
U	114409	0
U	114490	0
U	114494	0
C	114498	10239
C	114499	2731619
U	114564	0
C	114701	2510522
U	114803	0
U	114807	0
U	114815	0
U	114898	0
U	114937	0
U	114949	0
C	114951	2070188
U	115043	0
U	115122	0
C	115148	1623305
U	11515	0
U	115206	0
U	115226	0
U	115238	0
C	115295	2070187
C	115330|provirus_9586_16831	2070188
U	115349	0
U	115404	0
U	11542|provirus_28422_36410	0
U	115438|provirus_30825_42306	0
U	115458	0
C	115466	1520006
U	115641	0
C	115643|provirus_33700_91719	1327037
U	115654	0
U	115676	0
C	115689	1147151
U	115704	0
U	115714	0
C	115728	2786569
U	115756	0
U	115778	0
U	115790	0
U	11584	0
C	115866	2070183
U	115927	0
U	115975	0
C	115979	1747326
U	115992	0
U	115995|provirus_3_3078	0
U	11606	0
U	116103	0
C	116125	1327974
U	116139	0
U	116196	0
U	116234	0
U	116246	0
U	116400	0
C	11642	2070187
U	116549	0
C	11668	1079999
C	11669	754042
C	116708	455367
C	116741	2884420
C	116767	2942991
C	116773	1105171
C	116792	1772319
U	116843	0
U	116893	0
C	116995	2070188
C	117081|provirus_65672_88467	2801524
U	117118	0
C	117175	2772511
C	117233|provirus_70709_101075	1
U	117274	0
U	11729	0
C	117352|provirus_27431_39551	1499987
U	11736	0
C	11740	2070187
U	117411	0
U	117446	0
U	11748	0
U	117526	0
U	117553	0
U	117590	0
U	117624	0
U	117656	0
U	117674	0
C	117692	2788787
U	117710	0
U	117716	0
U	117779	0
U	117835	0
C	117854|provirus_8616_25022	2733208
C	11787	2070187
U	117927	0
U	117938	0
U	118002	0
U	11806	0
U	118180	0
C	118245	10239
U	118306	0
C	118351	1486428
U	118384	0
U	118398	0
C	118424	1567012
C	11846	2070187
U	118709	0
U	118710	0
C	118744|provirus_2_29469	2704033
U	118782	0
U	118843	0
C	118870	2070187
C	118874	2283031
U	11888	0
C	118942	2070187
U	118943	0
C	118994	3070820
U	119007|provirus_1_15104	0
C	119049|provirus_25822_79788	2936814
U	119079	0
C	1190|provirus_16855_61336	2487338
U	119160	0
U	119190	0
C	119211	1567012
C	119231	936152
U	119264	0
U	119386	0
C	119390	989895
U	119448	0
U	119456	0
C	119580	1747326
U	119687	0
C	11976	2788787
C	119789	2741077
U	119794	0
U	119814	0
U	119819|provirus_12646_22568	0
U	119835	0
U	119921|provirus_14398_19304	0
U	119932	0
U	119953	0
C	120017	2731619
C	120037	2731619
C	120081|provirus_2_30943	1136534
C	120082	2070183
U	120120|provirus_129_17846	0
U	120120|provirus_67360_79571	0
U	120143	0
C	12017	2560317
C	120178	2070182
U	12018	0
U	12025	0
C	120257	396359
C	120474|provirus_163659_187263	1857843
U	120507	0
U	120538	0
U	120560	0
C	12056|provirus_29_35372	764030
U	120683	0
U	120703	0
C	120725	1327037
U	120752	0
C	120813	2942967
U	120848	0
C	120853|provirus_1_19240	2813288
C	120905	2788787
C	120927	10239
U	121039	0
U	12104	0
C	12110|provirus_458_68645	2070183
U	12116	0
U	121205	0
U	121216	0
U	121235	0
C	121279	936152
U	12138	0
U	121387	0
U	121393	0
C	121396	115992
C	121458	2788787
C	121482	2052821
C	121653|provirus_18289_38367	1094892
C	121679	2788787
U	121764	0
U	121869|provirus_78_14700	0
U	121976	0
C	121977	1486428
C	122010|provirus_10990_18318	2731619
U	122026	0
U	122082	0
U	122091	0
U	122117	0
U	122121	0
U	122122	0
U	122133	0
C	122168|provirus_10418_40784	1
C	122202	1327037
U	122256	0
U	122295	0
U	122297	0
U	122318	0
U	12236	0
U	12240	0
U	12242	0
C	122437	10239
U	122464	0
C	122479|provirus_22262_41460	2733208
C	122717	2843470
U	122738	0
C	122840	764030
C	122856	2070188
U	122894	0
U	122926	0
C	122929|provirus_605_29392	10239
U	122984	0
U	12302	0
U	123075	0
C	123076	10239
U	123081	0
U	123094	0
U	123121	0
U	123145	0
U	123158	0
U	123187	0
U	123199	0
U	123238	0
C	123244	2948949
C	12329|provirus_3_54730	413066
C	123309	2843477
U	123333	0
U	123334	0
U	123360	0
U	123420	0
C	12345	693272
C	123556	936152
U	123680	0
C	123714	2126984
U	123730	0
C	123801|provirus_2_13149	2419611
U	123836	0
C	12393|provirus_59176_75885	1
U	123943	0
U	123993	0
C	124018	2044561
U	124025	0
C	124130|provirus_7729_26752	1567012
C	12418|provirus_27786_45263	2733208
C	124202	3070820
C	124225	52979
C	124268	2745643
C	124313|provirus_24406_58508	2301600
U	124332	0
U	124355	0
C	124369	2942975
C	124383	2169536
U	124466	0
U	124544	0
C	124552	2592223
U	124581	0
U	124587|provirus_1_15266	0
C	124594	1247
C	124615	2788787
U	124629	0
U	124632	0
C	124633	2843477
C	124639|provirus_14449_59080	1983750
U	124653	0
U	124735	0
C	124755	2070186
U	124791	0
U	124792	0
C	124858|provirus_12_23621	2487338
U	124866	0
C	124873	2788787
U	124893	0
U	124910	0
U	124936	0
U	124937	0
U	125	0
U	125142	0
C	125254	2070188
C	125326	2070187
C	125336	1978007
U	125363	0
U	12540	0
U	125409	0
U	125438	0
U	125517	0
U	125549	0
C	125550	445684
C	125575|provirus_2_27407	2786323
U	125590	0
U	12559|provirus_1_35709	0
C	12561	12402
U	125673	0
C	125701	1567012
C	125711|provirus_1_24481	2788787
U	125821	0
C	125872	2070188
U	12594	0
U	125956	0
C	126029	1605379
U	126132	0
C	12615|provirus_1_40371	2924887
C	12616|provirus_61035_79012	2731619
C	12623|provirus_9651_22848	2731619
C	126382|provirus_5273_17047	1636271
U	126410	0
C	126495	2070188
U	126522	0
U	126601	0
C	126613	1105171
C	126669	2772064
U	126680	0
C	126783	10239
C	126871	2731619
C	126960	1285382
U	126979	0
U	127	0
C	127004	2070188
C	127066	764030
U	12710	0
U	127105	0
U	127197	0
U	127210	0
U	127216	0
U	12722	0
U	127280	0
U	127301	0
C	127424	2731619
C	127446|provirus_2199_20583	2731619
C	127487	2731619
U	12751	0
C	12757	2731619
U	127615	0
U	127651	0
U	127853	0
C	127861	2070186
C	127883	1920753
U	127906	0
C	12793	2070184
U	127962	0
C	128054	1675317
C	128088	2731619
U	128113	0
U	128117	0
C	128171	2788787
U	128194	0
C	128212|provirus_1_28218	2070184
U	12822	0
C	128225	2788787
U	128297	0
U	128411	0
U	128414	0
C	128416	1421067
U	128429|provirus_1_8689	0
U	128492	0
U	128537	0
C	12856	3044739
C	128561	2070187
U	128590	0
U	128618	0
U	128628	0
C	12863	2731619
U	12865	0
U	128811	0
C	128827	2731619
U	128872	0
C	128890	2731619
U	12890	0
C	128915|provirus_2_16908	2731619
C	128937|provirus_26643_58103	2936814
C	128952	2843477
U	128955	0
C	128997	936152
C	128998	936152
C	129033	2745643
U	129035	0
U	12907	0
C	129131	2731619
C	129143	936152
U	129233	0
C	129239	2070187
U	129552	0
U	129559	0
U	12958	0
U	12960	0
C	129825	2283015
C	129840	3044648
C	129859	2070183
U	129876	0
C	129893	2583286
C	129981	1567014
U	130038	0
C	130088	2843477
U	130233	0
U	130401	0
C	130501	2731619
U	13051|provirus_22130_30001	0
U	130529	0
U	130629	0
U	13068|provirus_1_15104	0
C	13079	2986414
U	130860	0
U	130902	0
U	130911	0
U	130965	0
U	130989|provirus_2_7508	0
U	131047	0
U	131069	0
U	131079	0
U	131083	0
C	131096	936152
U	131140	0
U	1312	0
U	131256	0
C	131279|provirus_687_4696	2942994
C	131288	2749430
C	131296	2910754
U	131365	0
U	131374|provirus_15289_30779	0
U	131470	0
C	131472	2788787
U	131640	0
U	131698	0
C	13170	1923150
C	13173|provirus_773_36392	2731619
C	131742	1623299
C	131814	2731619
U	131894|provirus_47349_68742	0
U	131983	0
C	132009	1161927
U	132016	0
C	132226	1493513
C	132247|provirus_61035_74932	2560161
U	132301	0
U	132335|provirus_304_17709	0
C	132416	2942989
C	132443	1034142
C	132449|provirus_3_14969	2731942
U	13245	0
U	132519	0
U	132567	0
U	132680	0
U	132691	0
U	13276	0
C	132873|provirus_62243_79054	1
U	132878	0
U	132908	0
U	132940	0
U	132941	0
U	132967	0
U	133048	0
C	133081	2724180
U	133140|provirus_7384_23014	0
U	133147|provirus_1_15491	0
U	133147|provirus_45224_80992	0
C	133164|provirus_24050_34407	1572746
C	13316|provirus_10677_49167	2283015
U	133194	0
C	133208	2731942
U	133320	0
U	13335	0
U	133402	0
C	133491	2869553
U	133501	0
C	133540	936152
U	133560	0
U	133589	0
U	133603	0
U	133645	0
U	13365	0
C	133762	2786569
U	133832	0
U	133857	0
U	134007	0
U	134008	0
C	134035	1327037
C	134041	2070183
U	134120	0
C	134128	2731619
C	134174	2070185
U	134200|provirus_3_9061	0
C	134201	2731619
C	134253|provirus_4512_20880	1567012
C	134254	2733208
C	134257	1195378
U	134284	0
U	134300	0
C	13435	10860
U	134360	0
U	134462	0
C	13449	1922785
C	134492	10239
U	13456	0
C	134611	12336
U	134724	0
U	135017	0
U	135020|provirus_8727_19790	0
U	135032	0
U	135067	0
U	135081	0
C	135084	2070184
U	135086	0
U	13509	0
U	135113	0
U	135153	0
C	135265	59241
U	135270	0
U	135287	0
U	135378	0
C	135419	2169536
U	135426	0
C	135436	2731619
U	135526	0
C	135527|provirus_1_19581	2731942
C	135561	1305708
U	135584	0
U	135654	0
U	135697	0
U	135709	0
U	135829	0
U	135924	0
U	135958	0
U	135980	0
C	13601	1
C	136037	1105171
C	136076	1567012
U	136081	0
U	136141	0
U	136167	0
C	136177	2731619
U	136187	0
U	13620	0
U	136201	0
U	136285	0
U	13634	0
C	136359	673837
U	136375	0
U	136379	0
U	13641	0
C	136457	198538
U	136461	0
C	136495	2070183
C	136651	1327037
C	136677|provirus_37017_69139	413066
U	136720	0
C	13678	2070187
C	136787	1582154
U	136789|provirus_13308_18491	0
U	136799	0
U	136847	0
U	136852	0
U	13686|provirus_4337_12033	0
C	136903	10239
C	136961|provirus_20_13544	2070187
U	137001	0
U	137034	0
U	137038	0
U	137072	0
U	137079	0
U	13709	0
U	13710	0
C	137127	10239
U	137134	0
C	137139|provirus_36841_49318	1094892
U	137176	0
U	137212	0
U	137371	0
C	137420	2070188
C	137497	1567012
U	137539	0
C	137595	2041354
U	137647	0
U	137652|provirus_68285_88794	0
C	137658	2788787
C	137699	294382
U	137749	0
C	137847	2070183
U	137854	0
U	138016	0
C	138044|provirus_3_26699	10239
U	138044|provirus_38770_68182	0
C	138048|provirus_18476_31628	1540090
U	138120	0
C	13819	2731619
C	138206	764030
C	138212	2070188
C	138213|provirus_166_30861	413066
C	138252	2936814
C	1384	1754217
C	138588	1754217
C	138596	2010329
U	1387	0
U	138734|provirus_390_29759	0
C	138734|provirus_41832_77465	10239
U	138765	0
U	138779	0
U	138810	0
U	138894	0
U	138993	0
U	139029	0
C	139034	2070186
C	139042	10239
U	139060	0
U	139061	0
U	139062	0
C	139099	2731619
U	139132	0
U	139146	0
U	139179	0
C	139266	1623305
C	139314	2948610
C	139341	2560161
C	139354	2986405
U	139452	0
U	139522	0
U	139547	0
U	139549	0
U	139617|provirus_40555_70613	0
U	139625	0
U	13963	0
C	139646	12657
C	139672	407392
U	139716	0
C	139780	1327037
C	139950	1623305
C	139961	2070181
U	139979	0
U	140017	0
U	14006	0
U	140109	0
U	140163	0
C	140223	693272
C	140239	1206557
C	140282	1572746
U	140298	0
U	140308	0
C	140310|provirus_1_11914	1094892
C	14033	2885909
U	140335|provirus_5249_38324	0
U	14034	0
U	140365	0
U	140411	0
C	140428	2731619
C	140434|provirus_134686_151497	1
C	140434|provirus_22764_98943	1327037
C	14051|provirus_4278_23173	396359
U	14053	0
C	140579	10239
U	140582	0
U	140609	0
C	140674	2731619
U	140757	0
C	140762	2070188
U	140770	0
C	140836	2070185
C	14093|provirus_131186_198358	1916126
C	14098|provirus_1_23539	157924
C	141037	2788787
C	141043|provirus_2_16813	1
C	141051|provirus_138566_165513	103807
U	141062	0
U	14110	0
U	14124	0
U	141350	0
C	141442|provirus_1_35632	10239
U	141442|provirus_47703_77115	0
U	141465	0
U	141501	0
C	141522	1327974
U	141536	0
C	141541	2126984
U	141577	0
U	141645	0
C	141661	2070186
U	141790	0
U	141812	0
U	141828	0
U	141859	0
U	1419	0
C	141926	2060617
C	141959|provirus_54407_97692	2024607
U	142011	0
C	142065	2731619
U	142070	0
U	142083	0
C	142156	2772064
U	142166	0
C	142180	1337877
U	14228	0
U	142326	0
U	142385	0
C	142395|provirus_1_24195	413066
C	142438	2811091
U	142453	0
U	142463	0
C	142479	2788787
U	142527	0
U	142630|provirus_2_25619	0
C	142649|provirus_216_36711	2704033
U	142817	0
U	142831	0
U	142860	0
C	142905	1247
C	14300|provirus_6599_26626	2788787
C	143147|provirus_81114_116348	2731619
C	143318	1530085
U	143350	0
U	143380|provirus_1_35709	0
C	143395	2731619
U	143466	0
U	143508	0
U	143643	0
C	14369	2070188
U	143809	0
U	143830	0
U	143836	0
U	143843	0
U	143866	0
U	143976	0
C	144009	2843367
U	144013	0
C	144078	2731619
U	144079|provirus_14004_30782	0
C	144079|provirus_54509_84781	2169536
U	144093	0
U	144094	0
U	144140	0
U	144193|provirus_3_12483	0
C	144203	2731942
U	144261	0
C	144273	1127515
U	144274	0
U	144276	0
U	144279	0
C	144289	2070188
C	144316	2070186
C	144413|provirus_2_22874	2733208
C	144415	936152
C	144493	1871681
U	144555	0
U	144581	0
C	144590	2843414
U	144596	0
C	14462	2070184
C	144621	2070188
U	144624	0
U	144724	0
U	144730	0
U	144733	0
C	144736	2936814
C	144790|provirus_2_19249	1327037
C	144846	936152
U	144849	0
C	144871	936152
U	144948	0
C	144965	2070188
C	145006|provirus_66572_86599	2788787
U	145049	0
U	145121	0
U	145214	0
U	145241	0
C	145351	1486428
U	145529	0
U	145531	0
U	145543	0
C	145587	2070186
C	145637|provirus_2_21279	2267607
U	145647	0
U	145712	0
C	145750	2283015
U	145759	0
U	145798	0
C	14583|provirus_42685_72803	10239
C	14593|provirus_1_105062	2731619
U	145981	0
C	1460	1567012
U	146084	0
U	146096	0
C	146149	764562
C	14615	2070184
C	146165	1567014
C	146174	2731619
U	146229	0
U	146386	0
U	146420	0
U	146465	0
C	146479|provirus_410_19179	2731619
U	146590	0
U	146607	0
U	146621	0
U	146643	0
C	146719	2842946
U	146770	0
C	146775	2986396
U	146776	0
U	146835|provirus_18981_55102	0
U	146839|provirus_18795_24993	0
U	146853	0
C	14685|provirus_80012_110567	1
U	1469	0
C	146902	2733208
U	146907	0
U	146910	0
U	146920	0
C	146937	396359
U	146942	0
C	146970	1623305
C	146982	936152
U	147064	0
C	147072	2070188
U	147094	0
U	147119	0
U	147199	0
U	147298	0
C	1473	2948713
C	14739|provirus_38309_55212	1094892
U	147420	0
C	147458	1623305
U	147480	0
U	14748|provirus_2_6098	0
C	147533	2169990
C	147628|provirus_16384_35967	2731942
U	147664	0
U	147676	0
U	147678	0
U	14768	0
U	147690	0
U	14773	0
C	147748	2788787
U	147771	0
U	147782	0
C	147821	1034142
C	14785|provirus_78185_112161	1
U	147968	0
U	147978	0
C	147990	2910754
C	148079	2788787
U	148159	0
U	148177	0
U	148212	0
C	148234	1920753
U	148377	0
C	148410	396359
U	148416	0
C	148439	12657
C	148549	2488571
U	148555	0
U	148575	0
U	148638	0
U	148643|provirus_1_7824	0
C	148648	2070184
U	148661	0
U	148696	0
U	14871	0
C	148718|provirus_23842_33458	2731619
U	148752	0
C	148781	2070188
U	148789|provirus_4721_23901	0
U	148803	0
U	148881	0
U	148921|provirus_11118_33016	0
C	148928	2788787
C	149020	10239
C	149143	2883949
C	149234	2070187
U	149242	0
U	149266	0
U	14930	0
U	149300	0
U	149329	0
U	149420	0
C	149478	2070186
U	149512	0
C	149579	2653275
U	149580	0
U	149589	0
C	149598|provirus_23440_72241	10239
C	1496	2731619
U	149607	0
U	149624	0
U	149655	0
U	149767	0
C	149863|provirus_12596_20121	1161927
U	149891	0
U	149922	0
U	14996	0
C	149971	181084
U	150047	0
U	150129	0
C	150161	2788787
U	150178	0
C	150254	2942967
U	150288	0
C	150293	3060017
U	150361	0
C	15037	2788787
C	150370	1589751
C	150436	2733208
U	150459	0
C	150559	2487338
C	150564	1187894
C	150604|provirus_21769_42163	2788787
U	150696	0
C	150726	2788787
C	150729	10239
U	150736|provirus_71844_79194	0
U	150826	0
U	150843	0
C	150886	2733208
U	1509	0
U	150910	0
U	150911	0
C	150936	929834
U	151010	0
U	151056	0
U	151094	0
C	151207	2070183
C	151269	2070188
U	151306	0
U	151309	0
C	151322	2731619
U	151331	0
C	151340|provirus_40203_79259	2731619
C	15136	2070184
C	151361	2070188
C	151379	2942967
C	151387	2070187
C	1513|provirus_2_27407	2786323
C	15141|provirus_32304_74140	2788787
U	151423	0
U	151518	0
U	151524	0
U	151568	0
C	15156|provirus_2_36651	2731619
C	151584	1567014
U	151629	0
U	151633	0
U	151659	0
C	151668|provirus_15367_33348	2731619
U	151686	0
U	151763	0
U	151793	0
U	151804	0
C	151874|provirus_15801_26306	1567012
C	151911	2745643
C	151923	2169625
C	152089	1105171
U	15209	0
U	152131	0
U	152195	0
U	152230	0
C	15224	755164
C	152268	10678
U	152308|provirus_103_10699	0
C	152369|provirus_21132_42163	2801524
C	1524	754048
C	152444	2070188
C	152451	2731619
C	152505|provirus_66553_88024	2788787
C	152696	2560161
C	152697	396359
U	152727	0
C	152771|provirus_3_41543	2948694
C	152791	1623305
U	152843	0
U	152848	0
C	15285|provirus_76_51115	2591217
C	1529	2731619
C	15290	3044648
C	152980	2843380
C	152987|provirus_27905_127484	2731619
U	153033	0
C	153139	1091038
U	153185	0
C	153190	2883949
U	153193|provirus_11708_26675	0
C	153231	396359
U	153243	0
C	153429	2283031
U	153488	0
U	153501	0
U	153557	0
U	153626	0
C	153692|provirus_1_45973	2704033
U	153701	0
U	153748	0
U	153812	0
C	153826	2070181
U	153832	0
U	153846	0
U	153859	0
U	15387	0
C	153951	1873341
C	154052	2502409
U	154062	0
C	154145	2946836
U	154162	0
U	154257	0
U	154263	0
U	15427	0
C	154462|provirus_1_22067	2070183
C	154487	1161927
C	154509	2731619
C	154547	2731619
U	154615	0
C	154632	2070188
U	154663	0
U	154675	0
U	154713|provirus_6646_18733	0
U	154746	0
U	154756	0
C	154781	2731619
U	15479	0
C	154798	2163605
U	154816	0
U	154876	0
U	154879	0
C	154882	2169990
U	154908	0
U	15498	0
C	155004	10239
U	15501	0
U	155019	0
U	155020	0
C	155027	2986405
C	155081	1914852
U	155085	0
C	15515	2731619
C	155165	1327037
U	155171	0
U	155214	0
U	155302	0
C	155310	2283031
C	155327	2788787
U	155344	0
U	155386	0
U	155426	0
U	15561|provirus_33007_44070	0
U	155766	0
U	155780	0
U	155789	0
U	155813	0
U	155814	0
C	155842|provirus_21278_39129	2283028
U	155922	0
C	155953	2070187
C	156030	2772064
U	156062	0
U	156079	0
C	156080	2886925
C	156086	396359
C	156087|provirus_130_26709	396359
U	156092	0
U	156179	0
U	156185	0
C	156274	2169536
C	156327|provirus_268_19460	10239
U	156328	0
U	156422	0
U	156542|provirus_32776_52560	0
U	156583	0
U	156645	0
C	156681	1327037
C	15670	2731619
U	156813	0
C	15683|provirus_1_19740	1540090
U	156845	0
U	156932	0
U	156990	0
C	157021	2788787
U	157122	0
U	15716	0
U	157175	0
U	157208	0
U	157228	0
U	157245	0
U	15727	0
U	157364	0
U	157365|provirus_61703_92282	0
U	157436	0
C	157464	10239
U	157491	0
C	15757|provirus_2_43034	1327037
U	15757|provirus_78887_97986	0
C	157584	1623305
C	157612|provirus_73_52941	2733208
U	157629	0
U	157668	0
U	157709	0
U	157724	0
C	157763	2788787
U	157833	0
C	157844	2731619
U	157894	0
C	157963	2731619
C	157965	1567012
U	157989	0
C	15800	1034142
U	158001	0
U	158016	0
U	158077	0
C	15810	2070187
U	158124	0
U	158127	0
C	15812|provirus_4777_25056	10239
U	158184	0
U	158199	0
U	158220	0
U	158239	0
C	158245|provirus_13282_30673	2070183
C	158272	2731619
C	158338|provirus_705_18513	1567012
C	158385	2070188
C	158405	2788787
U	158501	0
U	158511	0
U	158554	0
C	158564	1922785
U	158660	0
U	158687	0
C	158719	2910754
C	15875|provirus_16042_52864	1
C	158838	936152
U	158900	0
U	158903	0
U	158963	0
U	158973|provirus_106_20432	0
U	158975	0
U	158984	0
U	159096	0
U	159106	0
C	15912	1982880
C	159145	673837
U	159155	0
U	159195	0
C	159355	2283031
C	159419	2733208
U	159508	0
U	15951	0
U	159546	0
C	159685|provirus_16372_26704	2070181
U	1598	0
U	159805	0
U	159894	0
C	159945	2070184
U	159948	0
C	159983	2070187
U	160007	0
U	16001	0
C	160015	198538
C	16003	1567012
U	160033	0
C	160039	2070184
U	160040|provirus_5348_8913	0
U	160139	0
C	160251	2788787
U	160322	0
U	160409	0
U	160511	0
U	160542	0
U	160586	0
C	160671	2731619
U	16071	0
C	160772|provirus_43566_70344	2731619
U	160777	0
C	160830	989895
C	160879	10239
U	160893	0
C	160899|provirus_49_26996	103807
U	160930	0
U	160933	0
C	16096|provirus_2_16934	1
U	160996	0
U	161059	0
U	161241	0
U	1612|provirus_1_12472	0
U	161303	0
U	161386	0
U	161433	0
U	161448	0
U	161461	0
C	161471	2788787
U	161476	0
C	1614|provirus_2_17854	2788787
U	161530	0
U	161583	0
C	16160	2169536
U	161620	0
U	161690	0
U	161734	0
U	161758	0
C	161796|provirus_2007_44663	2024607
C	161897|provirus_10619_27787	2733208
U	161914	0
C	161986	2772059
C	161991	2910754
U	162008	0
U	162036	0
C	162061	2070181
C	162106|provirus_2_6893	1486428
U	162164	0
C	162177	396359
C	162225	2041354
C	162226	2986410
U	162230	0
C	162244	2507862
U	162258	0
U	16231	0
C	162328	936152
U	162333|provirus_42272_63648	0
U	162404	0
C	162465	1247
U	162490|provirus_1_15380	0
U	162497	0
C	162519	2560161
U	162633	0
U	162751	0
U	1628	0
U	162876	0
U	162877	0
U	162885	0
U	162891	0
C	162917	1567012
U	162959	0
U	162965	0
C	163055	2731619
U	163106	0
U	163166	0
U	163381	0
U	163422	0
U	163449	0
U	16348	0
U	163502	0
C	163528	2488571
U	163535	0
U	163560	0
U	163583	0
C	163586	2788787
U	163600	0
C	16364	2788787
C	163665|provirus_6083_19781	2070186
C	163675	1701810
U	163699	0
U	163728	0
U	163765	0
U	163810	0
U	16382	0
U	163820	0
U	16391	0
C	163911	2070188
C	163937	212035
C	163943	445684
U	163992	0
